|valor|tipo_do_aluguel|descricao|condominium|iptu|andress|size|bedrooms|parking_spaces|bathrooms|news
651|1000|/mês|Aluga apartamento com dois dormitórios, sala, cozinha com gabinete, banheiro social, área de serviço e uma vaga de garagem.|null|null|Rua Manuel de Freitas, Jardim Doutor Antônio Petráglia|65²|2|1|1|
652|3000|/mês|Jardim de Provence (Mobiliado) 66m2 2/4 sendo 1 suíte  01 vaga na garagem Condomínio completo  R$ 3.000,00 (incluso condomínio e IPTU)  Condições para locação: Contrato de 12 meses...|null|null|Rodovia Augusto Montenegro, Parque Verde|66²|2|1|2|
653|2800|/mês|Este apartamento localizado no bairro João Paulo, possui 3 dormitórios sendo 1 suíte com vista para o mar, 2 banheiros, sala para dois ambientes e 2 vagas de garagem. A portaria pa...|R$ 800|126|Rodovia João Paulo, Joao Paulo|80²|3|2|2|Super destaque
654|1600|/mês|APARTAMENTO PARA ALUGAR NO BAIRRO CHARQUEADAS! 2 Dormitórios sendo 1 Suíte, Sala de Estar com Sacada Aberta e Churrasqueira, Cozinha, Área de Serviço, 2 Banheiros. 2 Vagas de Veícu...|R$ 180|null|Rua Doutor Norberto Tonietto, Charqueadas|76²|2|2|2|
655|3474|/mês|O apartamento com vista para o mar, no bairro Boqueirão possui 80 metros quadrados com 2 quartos e 2 banheiros. Dependência de empregada completa.  Duas vagas de garagem coletiva....|R$ 326|326|Avenida Bartolomeu de Gusmão, Boqueirão|80²|2|2|2|
656|2000|/mês|Apartamento de 90m² com 2 dormitórios a venda - Parque Esplanada do Embu Apartamento espaçoso com dois (2) dormitórios sendo um (1) suíte, sala para dois ambientes, varanda com chu...|null|null|Estrada São Judas, Esplanada|90²|2|1|2|
657|850|/mês|Apartamento para Aluguel, 44m² por R$ 850/Mês. Cohab V - Carapicuíba/SP   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a Collina Imóveis!   Bas...|R$ 110|null|Cohab 5, Carapicuíba|44²|2|1|1|
658|1000|/mês|Santa Rosa - Niterói - RJ. Ótimo apartamento no bairro Santa Rosa tem 50 metros quadrados com 2 quartos e 2 banheiros, banheiro social, ampla cozinha com armários , área de serviço...|R$ 990|120|Travessa Santa Rosa do Viterbo, Santa Rosa|50²|2|null|2|
659|900|/mês|Procurando um apartamento no Romeu Santini? Este pode ser o que você está procurando! Ele possui:  - 2 dormitórios;  - 1 banheiro;  - Cozinha com armário;  - Sala de Estar;  - Sala...|R$ 1|1|Rua Aldo de Cresci, Romeu Santini|64²|2|1|1|
660|2750|/mês|Apartamento 2 dormitórios sendo 1 suite, mobiliadoGeladeira Máquina de lavar roupas Sofá de 3 metros Mesa de 6 lugares Guarda roupas Cortina Base cama box|R$ 320|70|Rua Haiti, Jardim América|64²|2|1|2|
661|1850|/mês|Apartamento semi mobiliado, todo de piso frio, dois dormitórios com ar condicionado, uma suíte, dois WC com gabinetes e box, cozinha com geladeira e fogão, sala grande com uma lind...|null|null|Vila Hortencia, Sorocaba|105²|2|1|3|
662|1300|/mês|Apartamento JARDIM SANTA LÚCIA 2 dormitórios, sala com sacada, copa, cozinha, 1 banheiro, área de serviços, 1 vaga de garagem descoberta.  Valores: R$1.300,00 - valor do aluguel Es...|null|null|Jardim Santa Lúcia, Suzano|60²|2|1|1|
663|1800|/mês|[ Alugue este imóvel sem fiador, sem burocracia, muito mais rápido e com segurança ] -Apartamento com excelente localização, próximo ao Moinhos Shopping, Zaffari, Panvel, Parque Mo...|R$ 217|32|Rua Felipe Neri, Auxiliadora|45²|1|null|1|Destaque
664|900|/mês|O apartamento no bairro Arianópolis (Jurema) tem 68 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui área de fitness, espaço jardinado, área de recreação infantil,...|R$ 180|50|Rua Padre Jose Maria Moura, Arianopolis Jurema|68²|2|1|2|Destaque
665|2000|/mês|O apartamento no bairro Ponta De Campina com 85 metros quadrados possui 03 quartos sendo uma suíte , 02 banheiros, uma vaga de garagem, posição Nascente Sul - super ventilado, com...|null|null|Rua Alfredo Chaves, Ponta De Campina|85²|3|1|2|Destaque
666|1800|/mês|Alugo excelente apartamento recém reformado com Sala em dois ambientes com vista para floresta da tijuca, 03 quartos, sendo um suíte, armários embutidos em 02 quartos, 02 banheiros...|R$ 1.250|150|Rua Conde de Bonfim, Tijuca|90²|3|1|3|
667|6000|/mês|Cód.: 43323 Fotos reais da unidade  Pacote mensal: R$ 7.150,00 incluso aluguel, condomínio e IPTU.  Apartamento tipo cobertura em Higienópolis com 87m², lindamente decorado e todo...|R$ 850|300|Rua Santa Isabel, Higienópolis|87²|1|1|2|Destaque
668|2200|/mês|*****Condomínio Park Studios***** ****Internet, Água e Gas incluso no Condomínio**** Apartamento Mobiliado, Reformado de Canto, Vista Livre, Andar Alto contendo de 02 Dormitórios....|R$ 398|49|SGCV, Zona Industrial|40²|2|2|1|Destaque
669|1000|/mês|ALUGA APARTAMENTO NO SEGUINTE FORMATO; -1 QUARTO; -SALA; -COZINHA ; -BANHEIRO SOCIAL ; - PROIBIDO ANIMAIS; - LUZ INDIVIDUAL;  NÃO POSSUI GARAGEM .  Modalidade de garantia: - Fiador...|null|null|QN 3 Conjunto 1, Riacho Fundo I|38²|1|null|1|
670|2900|/mês|Apartamento 2 dormitórios, sala ampla, cozinha com armário, área de serviços com banheiro, bem arejado e iluminado, banheiro social e 1 vaga de garagem. Condomínio com portaria, ja...|R$ 878|318|Rua Xerentes, Perdizes|78²|2|1|1|Destaque
671|1600|/mês|Apartamento para alugar na Vila Prudente Stúdio para alugar na Vila Prudente Apartamento para alugar na Rua Do Orfanato Apartamento para alugar no Condomínio Res  Mirante  Próximo...|R$ 145|1|Rua Orfanato, Vila Prudente|30²|1|null|1|
672|3800|/mês|RECREIO - PARK PREMIUM - LIDÍSSIMO APARTAMENO - VARANDA GOUMERT - ARMÁRIOS PLANEJADOS DE PRIMEIRA QUALIDADE - INFRAESTRTURA COMPLETA - TRANSPORTE PRIVATIVO - OPORTUNIDADE - NADA A...|R$ 1.350|258|Rua Silvia Pozzano, Recreio Dos Bandeirantes|86²|3|1|2|Destaque
673|2400|/mês|2 Dormitórios sendo 1 Suíte, 1 Sala, Cozinha, Área de Serviço, Banheiro Social, Churrasqueira,Sacada Aberta. 1 Vaga de Veículo Dupla. Posição Solar Norte. Área privativa: 89m². Inf...|R$ 450|null|Rua Matteo Gianella, Santa Catarina|89²|2|1|2|Destaque
674|3150|/mês|EDF. JARDINS PRINCE - Apartamento com 03 quartos, sendo 01 suíte; WC social; sala para 02 ambientes; varanda; cozinha é área de serviço; armários planejados nos quartos, banheiros,...|R$ 570|170|Tamarineira, Recife|76²|3|1|2|
675|4000|/mês|Locação: 4.000,00/mês Condomínio: 750,00 p/mês IPTU: 171,40 p/mês  *** VALOR SUJEITO À ALTERAÇÃO SEM PRÉVIO AVISO.  Oportunidade: Apto 107m² no Bairro Vila Ema, um dos melhores lug...|R$ 750|171|Vila Ema, São José dos Campos|107²|2|2|3|
676|3800|/mês|Conheça as características deste lindo apartamento.  - 90m² - 3 Dormitórios sendo uma suíte - Sala ampla - Cozinha - 3 Banheiros - Área de serviços - 2 Vagas de garagem  Lazer no c...|R$ 557|115|Parque Residencial Aquarius, São José dos Campos|90²|3|2|3|
677|1300|/mês|Apartamento localizado no bairro Santa Mônica com 02 quartos, sendo um súite com armário, banheiro social e súite com armário e box, sala com sacada, cozinha com armários e fogão c...|R$ 140|null|Santa Mônica, Uberlândia|52²|2|1|2|Destaque
678|1020|/mês|Primeira locação, condomínio entregue em dezembro de 2022.  Condomínio ROYAL PALM RESIDENCE  📌 Apartamentos com: • 67 metros quadrados • 3 Varandas (Sala, quarto e suíte) • Dois q...|R$ 1|1|Rua Padre Jose Maria Moura, Arianopolis Jurema|67²|2|1|2|
679|1400|/mês|Aluga-se apartamento no condomínio Park Angelim, no bairro Indianópolis.   📍Área 60m² 📍3 quartos, sendo 1 com suíte 📍Sala de estar e jantar.  📍Cozinha ampla com área de serviço...|null|null|Rua Flor de Angelim, Manoel Bezerra Lopes|60²|3|1|2|Destaque
680|4200|/mês|A cobertura duplex no bairro Itacoatiara tem 90 metros quadrados com 2 quartos sendo 2 suites e 2 banheiros Vai lhe possibilitar todo o conforto do ar condicionado nos dias mais qu...|null|null|Itacoatiara, Niterói|90²|2|1|2|
681|900|/mês|Aluga-se apartamento com 02 dormitórios sendo 01 suíte, sala, cozinha com armário embaixo da pia, banheiro social, área de serviço, churrasqueira e garagem para 02 carros.|R$ 442|442|Rua João Gimenez Garcia, Jardim Portinari|82²|2|2|2|
682|1210|/mês|Apartamento localizado no Residencial Summer Ville com área total de 300m², e área útil de aproximadamente 80m² distribuídos em 2 dormitórios, sendo 1 suíte com varanda, cozinha e...|R$ 200|null|Residencial Summer Ville, Poços de Caldas|300²|2|2|2|
683|1700|/mês|Aluga-se ótimo apto em condomínio na Coronel Veiga, próximo ao acesso ao Rio de Janeiro, com: Sala com varanda, 2 quartos, sendo 1 suíte, banheiro social, cozinha com armários, áre...|R$ 615|396|Rua Coronel Veiga, Coronel Veiga|80²|2|1|3|
684|1298|/mês|Cod: 6149    Valor do pacote: R$ 2.100,00 (incluso aluguel, condomínio e IPTU)    Muitas variáveis pesam na hora de escolher qual o melhor flat para morar, todas igualmente relevan...|R$ 754|48|Avenida Rio Branco, Campos Eliseos|32²|1|1|1|
685|4000|/mês|Apartamento mobiliado para locação com 3 suítes na Rua do Professor. Unidade rica em armários planejados, sala para 02 ambientes, ar condicionado, sacada, lavabo, cozinha planejada...|R$ 900|202|Rua do Professor, Jardim Santa Angela|138²|3|2|5|
686|7000|/mês|FRENTE MAR - Apartamento para Locação no bairro Guilhermina, localizado na cidade de Praia Grande / SP.     3 dormitórios   2 suítes   3 banheiros   2 vagas de garagem     Lazer co...|null|null|Vila Guilhermina, Praia Grande|163²|3|2|3|Destaque
687|6500|/mês|O imóvel está estrategicamente localizado em um dos bairros mais tranquilos da cidade de Santana de Parnaíba, com fácil acesso à Rodovias e a poucos metros você também encontrará,...|null|null|Tamboré, Santana de Parnaíba|94²|3|2|2|
688|1200|/mês|Apartamento aluguel 46 M² 2 quartos, 1 Banheiro, 1 Vaga de Garagem Vila Aprazível - Jacareí cod: AP08129  O apartamento no bairro Vila Aprazível com 46 metros quadrados com 2 quart...|R$ 260|45|Rua Aliança, Vila Aprazivel|46²|2|1|1|
689|900|/mês|Apartamento de 01 dormitorio, otima localização, com armario no dormitório, gabinete no banheiro, chuveiro, ventilador na sala e dormitorio, piso de ardosia, area de lazer na cober...|R$ 460|30|Vila Seixas, Ribeirão Preto|43²|1|1|1|Destaque
690|1200|/mês|Referência: APT-230205 - Apartamento novo nunca foi usado, todo acabado e pintado, como uma bela vista da Cidade Vaga de garagem rotativa. Valor total do pacote de locação R$ 1.600...|R$ 270|112|Rua Santa Amélia, Jardim do Lago|43²|2|1|1|
691|4300|/mês|Apartamento a VENDA ou LOCAÇÃO em andar médio com vista bem agradável. O imóvel tem amplo terraço com churrasqueira, living ampliado para 3 ambientes, um home office, 2 dormitórios...|R$ 940|349|Rua Frederico Guarinon, Morumbi|90²|2|2|3|
692|2200|/mês|CONDOMINIO LAS PALMAS LOCALIZADO DENTRO DO COMPLEXO PARQUE DEL SOL, APARTAMENTO 1º LOCAÇÃO COM 73M² DISPONDO DE 3 QUARTOS (SENDO 1 SUÍTE), VARANDA/SACADA, SALA DE ESTAR/JANTAR, COZ...|R$ 585|1806|Rua Alódia, Parque Iracema|73²|3|2|1|
693|3800|/mês|Apartamento pronto para morar, fica à 150 metros do Metro Vila Madalena.  - Ar condicionado em todos os ambientes; - Todos os armários (cozinha, banheiros, quartos); - Cozinha pron...|R$ 522|107|Vila Madalena, São Paulo|32²|1|1|1|
694|1600|/mês|Apartamento residencial para Locação Centro, Ubatuba 1 dormitório, 1 banheiro, 1 Sala, 1 varanda 42,00 m² construída  Iptu (proprietário paga) Água e luz separado por cada apartame...|null|null|Rua Professor Thomaz Galhardo, Centro|42²|1|null|1|
695|3500|/mês|Conheça as características deste lindo apartamento.  - 86m² - 3 Dormitórios sendo uma suíte - Sala - Cozinha - 2 Banheiros - Área de serviços - 2 Vagas de garagem  Diferenciais Exc...|R$ 750|140|Parque Residencial Aquarius, São José dos Campos|86²|3|2|2|
696|1305|/mês|Apartamento para alugar ou vender em Jacareí com 02 quartos - 68 metros Edifício Tropical Garden Residence Club Varanda gourmet Andar alto 02 dormitórios Cozinha com armários 01 va...|R$ 345|60|Jardim Emília, Jacareí|68²|2|1|2|
697|2200|/mês|Sala e quarto separados, cozinha, banheiro social e área de serviço.Reformado, mobiliado. Sem vaga.Condições para locação: Fiador|R$ 575|135|Avenida Nossa Senhora de Copacabana, Copacabana|41²|1|null|1|
698|1770|/mês|Apartamento no Cond. Residencial Pq das Magueiras!!!  3 dormitórios, sendo 1 suíte com armários, sala dois ambientes, sacada, cozinha com armários e área de serviço. Apartamento re...|R$ 400|50|Rua Orlando Bismara, Jardim Nova Manchester|82²|3|1|2|
699|1700|/mês|Apartamento para Locação, INNOVA SÃO FRANCISCO 1e2 Condomínio Clube com Laser Completo, localizado na cidade de Osasco / SP, ponto de referência BRADESCO CIDADE DE DEUS.     Com 2...|R$ 440|160|Avenida Presidente João Goulart, Umuarama|57²|2|1|1|Destaque
700|4500|/mês|Ótimo apartamento para Aluguel no Neo 360 Living Design finamente mobíliado!  Apartamento de 2 dormitórios sendo 1 suíte, sacada com vista aberta em andar alto, cozinha integrada a...|R$ 550|181|Rua Gutemberg, Petrópolis|71²|2|2|2|Super destaque
701|31000|/mês|Excelente apartamento para morar com requinte e praticidade, na melhor região do Itaim. Living amplo para dois ambientes muito iluminada; varanda gourmet fechada com janelas bascul...|R$ 3.260|1956|Rua Viradouro, Itaim Bibi|223²|3|4|5|Super destaque
702|5720|/mês|Apartamento para Aluguel - Paraíso, 2 Quartos, 59 m2. Sobre o imóvel:   Valores: - Aluguel: R$ 5720 - Condomínio: R$ 2455 - IPTU: R$ 513  Que tal agendar uma visita? Entre em conta...|R$ 2.455|513|Rua Sampaio Viana, Paraíso|59²|2|1|2|Super destaque
703|1100|/mês|O apartamento está localizado no bairro São Miguel com 62 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros Possui salão de festas, área verde de jardim, área de fitness....|R$ 285|null|Avenida Rio Negro, São Miguel|62²|3|2|2|
704|2200|/mês|Residencial Jardim Morro Branco - Rua da Saudade, próximo a restaurantes, supermercados, escolas, comércio em geral e com transporte público à porta...  Apartamento nascente, sombr...|null|null|Rua da Saudade, Nova Descoberta|73²|3|2|2|
705|1300|/mês|APARTAMENTO PARA LOCAÇÃO NO PIRATININGA, OSASCO/SP -   Apartamento com 2 dormitórios, sala, cozinha, banheiro , lavanderia, dispensa, 1 vaga de garagem coberta. Condomínio com salã...|R$ 450|130|Piratininga, Osasco|52²|2|2|1|
706|1500|/mês|REF: 10004.001 - 80,31M²    EDIFÍCIO RESIDENCIAL WESTPHALEN    ÁREA PRIVATIVA 44,24M² ÁREA COMUM 15,28M² ÁREA DE GARAGEM 20,79M² ÁREA TOTAL 80,31M²   EXCELENTE LOCALIZAÇÃO * EM FRE...|R$ 380|53|Rua Desembargador Westphalen, Rebouças|80²|1|1|1|
707|3700|/mês|1 dormitório 2 banheiros  1 vaga de Garagem Ar condicionado em todos os cômodos  Varanda ampla envidraçada com vista livre. Mobiliado e decorado. Próximo a Praia e ao Orquidario. L...|null|null|Rua Alfredo Ximenes, José Menino|81²|1|1|2|
708|3200|/mês|O apartamento no bairro Sion com 93 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros Possui espaço gourmet, área de brinquedo para as crianças. Vai lhe possibilitar curti...|R$ 600|245|Praça Miguel Chquiloff, Sion|93²|3|2|2|
709|2400|/mês|O apartamento no bairro Costa do Sol em Macaé, possui 85 metros quadrados com 2 quartos e 2 banheiros. Não é mobiliado, tem planejados. Um quarto de empregada que pode ser feito de...|R$ 400|95|Rua Oito de Março, Costa Do Sol|85²|2|1|3|Destaque
710|1200|/mês|O apartamento no bairro Jardim Oceania possui 60 metros quadrados com 2 quartos sendo 1 suite e 2 banheirosEspaço reservado para preparar o seu churrasco.|null|null|Rua Vicente Barbosa Santos, Jardim Oceania|60²|2|1|2|Destaque
711|950|/mês|Lindo apartamento em excelente localização do bairro, proximo ao Supermecado Dia, Mix pão e Pizzaria Guarani.Apartamento composto por três quartos, banheiro social, sala, cozinha,...|R$ 160|96|Heliópolis, Belo Horizonte|64²|3|1|2|Destaque
712|1000|/mês|Jardim São Gabriel apartamento para locação; Ótima localização a poucos minutos do centro de Campinas. Fácil acesso para Valinhos, Rodovia Anhanguera e Dom Pedro; fica próximo ao C...|R$ 460|93|Avenida Engenheiro Antônio Francisco de Paula Souza, Jardim Antonio Von Zuben|55²|2|1|1|Destaque
713|1750|/mês|Apartamento - Vila Alto de Santo André - Santo André/SP.  Apartamento com 64,0 M², 02 dormitórios amplos com armários planejados, sala com dois ambientes com sacada, cozinha com ar...|R$ 630|257|Vila Alto de Santo Andre, Santo André|64²|2|1|2|
714|1300|/mês|Apartamento localizado no Bairro Bela Vista , possui 01 dormitório, sala, sacada, cozinha com pia, área de serviço com tanque, banheiro montado e completo. bem localizado.  Agende...|R$ 195|121|Bela Vista, Porto Alegre|55²|1|null|1|
715|3850|/mês|O apartamento no bairro Vila Cruzeiro possui 67 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui salão de festas, jardim, área de fitness, área de brinquedo para a...|R$ 650|48|Rua Luís Correia de Melo, Vila Cruzeiro|67²|2|1|2|
716|4800|/mês|Ampla sala para 03 ambientes, varanda envidraçada. Linda vista!  02 dormitórios sendo 01 suíte. Cozinha, lavanderia e wc de empregada.  **Obs: o 3º dormitório foi ampliado para a s...|R$ 1.245|345|Rua Capitão Otávio Machado, Chácara Santo Antônio|100²|3|2|3|Destaque
717|1000|/mês|O apartamento está localizado no bairro Caixa D'Água com 50 metros quadrados com 2 quartos e 1 banheiro Possui área verde de jardim, espaço para festas, espaço gourmet. Vai lhe pos...|null|null|Rua Doutor Gerino de Souza Filho, Caixa D Agua|50²|2|1|1|Destaque
718|1600|/mês|APARTAMENTO PARA ALUGAR NO BAIRRO CHARQUEADAS! 2 Dormitórios sendo 1 Suíte, Sala de Estar com Sacada Aberta e Churrasqueira, Cozinha, Área de Serviço, 2 Banheiros. 2 Vagas de Veícu...|R$ 180|null|Rua Doutor Norberto Tonietto, Charqueadas|76²|2|2|2|
719|3000|/mês|Jardim de Provence (Mobiliado) 66m2 2/4 sendo 1 suíte  01 vaga na garagem Condomínio completo  R$ 3.000,00 (incluso condomínio e IPTU)  Condições para locação: Contrato de 12 meses...|null|null|Rodovia Augusto Montenegro, Parque Verde|66²|2|1|2|
720|2400|/mês|[ Alugue este imóvel sem fiador, sem burocracia, muito mais rápido e com segurança ] - Apartamento semimobiliado com excelente localização, próximo ao Zaffari, Shopping Total, Rest...|R$ 709|195|Rua Tomaz Flores, Independência|95²|2|1|1|Destaque
